Id,Date,Location of Spaces,No of Spaces,Purpose,Date Suspended,Date Expired,Amount Paid
2070,06-Jun-07,Sandwith Street,6,Site Compound,01-Jun-07,15-Jul-07,0.00
2071,06-Jun-07,Hanover Street,3,Site Compound,01-Jun-07,15-Jul-07,0.00
2072,06-Jun-07,Wilton Terrace,15,Filming Vehicles,09-Jun-07,09-Jun-07,570.00
2073,06-Jun-07,Pembroke Street,8,Filiming Vehicles,09-Jun-07,09-Jun-07,304.00
2074,06-Jun-07,Herbert Street,2,Filiming Vehicles,09-Jun-07,09-Jun-07,76.00
2075,06-Jun-07,Clonmel Street,10,Access for Crowd Control/ Portocabin,12-Jun-07,17-Jun-07,"1,500.00"
2076,06-Jun-07,Northbrook Road,6,Filming,08-Jun-07,08-Jun-07,228.00
2077,08-Jun-07,Jervis Street,4,Filming,11-Jun-07,11-Jun-07,152.00
2078,08-Jun-07,Clanbrassil Street,4,Filming,12-Jun-07,12-Jun-07,121.60
2079,08-Jun-07,Dufferin Avenue Dublin 8,4,Filming Vehicles,13-Jun-07,13-Jun-07,101.20
2080,11-Jun-07,Cook Street,3,Filming,12-Jun-07,12-Jun-07,114.00
2081,08-Feb-07,Fitzwilliam Street,4,Access to site,06-Apr-07,26-Jul-07,"7,448.00"
2082,13-Jun-07,South Lotts Road Ringsend,4,Filming Vehicles,14-Jun-07,14-Jun-07,121.60
2083,14-Jun-07,Merrion Square,4,Roadhog,15-Jun-07,15-Jun-07,152.00
2084,14-Jun-07,Wolfe Tone Road,5,Film Vehicles,18-Jun-07,18-Jun-07,190.00
2085,14-Jun-07,Jervis Street,6,Film Vehicles,18-Jun-07,18-Jun-07,228.00
2086,14-Jun-07,Mespil Road,6,Film Vehicles,19-Jun-07,19-Jun-07,228.00
2087,14-Jun-07,Haddington Road,8,Film Vehicles,19-Jun-07,19-Jun-07,304.00
2088,14-Jun-07,Parnell Street,4,Filiming Vehicles,15-Jun-07,15-Jun-07,152.00
2089,15-Jun-07,D'Olier Street (Outside Irish Times Clock),3,Erection of Scaffolding & Removal of Clock,19-Jun-07,21-Jun-07,342.00
2090,18-Jun-07,Herbert  Park Ballsbridge,4,World Golf Croquet Championship,04-Sep-07,07-Sep-07,0.00
2091,19-Jun-07,Luke Street(Off Georges Quay),5,Filming Vehicles,20-Jun-07,20-Jun-07,152.00
2092,19-Jun-07,Brunswick Street,3,Filming Vehicles,20-Jun-07,20-Jun-07,91.20
2093,21-Jun-07,Fishamble Street,4,Filiming Vehicles,21-Jun-07,21-Jun-07,152.00
2094,21-Jun-07,Fitzwilliam Square,12,Filming of Documentary,23-Jun-07,24-Jun-07,50.00
2095,21-Jun-07,"New Wapping Street, Sheriff Street Upr. Castleforbes Road",140,Geophysical Survey,16-May-07,31-Oct-07,0.00
2096,22-Jun-07,Jervis Street,5,Filming,25-Jun-07,25-Jun-07,190.00
2097,22-Jun-07,Fishamble Street,3,Filming,22-Jun-07,22-Jun-07,114.00
2098,22-Jun-07,"Haymarket, Smithfield",5,Filming,22-Jun-07,22-Jun-07,152.00
2099,22-Jun-07,10 Fitzwilliam Square East,3,Office Removal,27-Jun-07,27-Jun-07,114.00
2759,08-Jun-09,Parnell Square East,8,Filming in Rotunda (Pillar Room),11-Jun-09,11-Jun-09,400.00
3000,22-Jun-07,18 Fitzwilliam Place Dn 2,4,Office Removal,27-Jun-07,27-Jun-07,152.00
3001,25-Jun-07,Parnell Square (Scoil Mhuire),7,Civil Contractor,27-Jun-07,29-Jun-07,798.00
3002,25-Jun-07,Great Strand Street,8,Removal Trucks,20-Jul-07,21-Jul-07,608.00
3003,25-Jun-07,North Circular Road  (At Summerhill Junction),4,Filming,26-Jun-07,26-Jun-07,121.60
3004,25-Jun-07,"Haymarket, Smithfield",4,Filming,26-Jun-07,26-Jun-07,121.60
3005,25-Jun-07,Pembroke Road,6,Film Vehicles,27-Jun-07,27-Jun-07,228.00
3006,25-Jun-07,Burlington Road,16,Film Vehicles,27-Jun-07,27-Jun-07,608.00
3007,25-Jun-07,"Alphonsus Road,Drumcondra Dublin 9",14,Film Vehicles,04-Jul-07,10-Jul-07,"2,125.20"
3008,27-Jun-07,Royal Canal Bank (Off NCR in Phibsborough),6,Filming,28-Jun-07,28-Jun-07,151.80
3009,28-Jun-07,Merrion Road (Outside Spar),3,Radio Broadcast,30-Jun-07,30-Jun-07,91.20
3010,28-Jun-07,D'Olier Street (Outside the Irish Times Building),3,Facilitate Fundraising,24-Oct-07,31-Oct-07,0.00
3011,29-Jun-07,Baggot Street (Outside Bank of Ireland),4,Roadhog,05-Jul-07,05-Jul-07,125.00
3012,03-Jul-07,"Doris Street, Ringsend,",10,Film Vehicles,10-Jul-07,10-Jul-07,304.00
3013,03-Jul-07,Lower St Alphonsus Road,14,Film Vehicles,11-Jul-07,11-Jul-07,354.20
3014,04-Jul-07,Cook Street(6 on Coach Parking Side),20,Film Vehicles,18-Jul-07,18-Jul-07,760.00
3015,01-Jul-07,Mountjoy Street,8,Film Vehicles,09-Jul-07,09-Jul-07,243.20
3016,11-Jul-07,Fishamble Street,5,Film Vehicles,18-Jul-07,20-Jul-07,570.00
3017,12-Jul-07,Sandwith Street Lower,6,Site Compound,16-Jul-07,31-Aug-07,0.00
3018,12-Jul-07,Hanover Street,3,Site Compound,16-Jul-07,31-Aug-07,0.00
3019,13-Jul-07,Cook Street(Coach Area Rere of St Audions Arch),6,Filiming Trucks (to Erect Scaffolding),16-Jul-07,17-Jul-07,456.00
3020,13-Jul-07,Cook Street(Coach Area Rere of St Audions Arch),6,Filiming Trucks(to Erect scaffolding),19-Jul-07,20-Jul-07,456.00
3021,16-Jul-07,Mayor Street Upper,44,LUAS Extension Works,16-Jul-07,19-Oct-07,0.00
3022,16-Jul-07,Mayor Street Lower,47,LUAS Extension Works,16-Jul-07,19-Oct-07,0.00
3023,16-Jul-07,Mercer Street  Upper,18,Filiming Vehicles,23-Jul-07,23-Jul-07,684.00
3024,16-Jul-07,Clarendon Row,6,Filiming Vehicles,23-Jul-07,23-Jul-07,228.00
3025,16-Jul-07,Chatham Street,6,Filiming Vehicles,23-Jul-07,23-Jul-07,228.00
3026,16-Jul-07,Fitzwilliam Square South,16,Filiming Vehicles,28-Jul-07,28-Jul-07,608.00
3027,17-Jul-07,Fitzwilliam Place,2,The Delivery of Furniture,18-Jul-07,18-Jul-07,78.00
3028,17-Jul-07,Fitzwilliam Square East,20,Filiming Vehicles,28-Jul-07,28-Jul-07,760.00
3029,17-Jul-07,Fitzwilliam Square (Outside No. 45),5,Moving Offices,20-Jul-07,20-Jul-07,190.00
3030,17-Jul-07,Fitzwilliam Street Lower (Outside No. 5),5,Moving Offices,20-Jul-07,20-Jul-07,190.00
3031,18-Jul-07,Raheny Village(Nr. Supervalu),4,Mobile Cancer Unit(Information),31-Jul-07,31-Jul-07,0.00
3032,18-Jul-07,St  Josephs Avenue,6,Parking of Cars,07-Aug-07,17-Aug-07,"1,254.00"
3033,18-Jul-07,"Thorncastle Street, Ringsend(outside Spar Shop)",6,Filiming of T.V. Commercial,24-Jul-07,24-Jul-07,114.00
3034,20-Jul-07,Mercer Street Upper,18,Filming Vehicles,22-Jul-07,22-Jul-07,342.00
3035,20-Jul-07,Baggot Street Lower (Outside Bank of Ireland),4,Roadhog,17-Aug-07,17-Aug-07,152.00
3036,24-Jul-07,James' Street East,4,Access To An ESB Yard,28-Jul-07,28-Jul-07,152.00
3037,24-Jul-07,Wolfe Tone  Street,2,Access to Parade/Concert,29-Jul-07,29-Jul-07,76.00
3038,31-Jul-07,"17 Shops, New Cabra Road",2,Mobile Information  Unit,10-Aug-07,10-Aug-07,38.00
3039,31-Jul-07,"17 Shops,  New Cabra Road",2,Mobile Information Unit,15-Aug-07,15-Aug-07,38.00
3040,31-Jul-07,Smithfield Market,40,Market Traders  Parking,04-Aug-07,04-Aug-07,"1,000.00"
3041,31-Jul-07,Smithfield Market,40,Market Traders  Parking,11-Aug-07,11-Aug-07,0.00
3042,31-Jul-07,Smithfield Market,40,Market  Traders Parking,18-Aug-07,18-Aug-07,0.00
3043,31-Jul-07,Smithfield Market,40,Market Traders Parking,25-Aug-07,25-Aug-07,0.00
3044,31-Jul-07,Smithfield Market,40,Market Traders Parking,01-Sep-07,01-Sep-07,"1,000.00"
3045,02-Aug-07,Fishamble  Street,5,Parking of Filiming Vehicles,22-Aug-07,22-Aug-07,190.00
3046,02-Aug-07,Inchicore Road,21,Parking of Filiming Vehicles,23-Aug-07,23-Aug-07,339.00
3047,08-Aug-07,Princess Street South,10,T.V. Recording and Freeflow of Traffic,09-Aug-07,11-Aug-07,304.00
3048,09-Aug-07,Golden Lane,4,Outside Broadcast,10-Aug-07,10-Aug-07,164.00
3049,09-Aug-07,Cook Street,15 (plus 10 parking spaces - Coach Area),Parking of Film Vehicles,14-Aug-07,14-Aug-07,"1,025.00"
3050,09-Aug-07,North Circular Road,4,Outside Broadcast,10-Aug-07,10-Aug-07,133.60
3051,10-Aug-07,Castle Street,6,Filming,13-Aug-07,13-Aug-07,246.00
3052,13-Aug-07,Prince's Street South,10,Filming,16-Aug-07,18-Aug-07,820.00
3053,13-Aug-07,Castle Street,6,Filming,27-Aug-07,27-Aug-07,0.00
3054,13-Aug-07,Ship Street Little,4,Filming,27-Aug-07,27-Aug-07,0.00
3055,13-Aug-07,Jervis Street,10,Filming,29-Aug-07,29-Aug-07,410.00
3056,13-Aug-07,Wolfe Tone Street,4,Filming,29-Aug-07,29-Aug-07,164.00
3057,13-Aug-07,Capel Street,18,Filming,27-Aug-07,27-Aug-07,738.00
3058,13-Aug-07,Serpentine Avenue,13,Demolition Work,15-Aug-07,29-Aug-07,"4,776.20"
3059,14-Aug-07,College Court / King's Inns Street,1,Carpet-Fitting,17-Aug-07,17-Aug-07,41.00
3060,29-Aug-07,Serpintine Avenue,13,Demolition of Wall,30-Aug-07,06-Sep-07,"2,302.30"
3061,17-Aug-07,Merrion Square South,4,Outside Broadcast,24-Aug-07,24-Aug-07,164.00
3062,17-Aug-07,North Circular Road (Between Jct Dorset Street and the Jct Belvidere Place),4,Outside Broadcast,26-Aug-07,26-Aug-07,133.60
3063,17-Aug-07,Dorset Street,3,Outside Broadcast,26-Aug-07,26-Aug-07,0.00
3064,17-Aug-07,Smithfield,1,Event Production,18-Aug-07,19-Aug-07,40.00
3065,20-Aug-07,Prince's Street South,10,Filming,23-Aug-07,25-Aug-07,820.00
3066,21-Aug-07,Prince's Street South,10,Filming,13-Sep-07,22-Sep-07,"3,280.00"
3067,21-Aug-07,Prince's Street South,10,Filming,30-Aug-07,01-Sep-07,820.00
3068,22-Aug-07,Mayor Street,3,Broadcast,29-Aug-07,29-Aug-07,100.20
3069,22-Aug-07,17 Anna  Villa Ranelagh,3,Parking For Relocation,24-Aug-07,25-Aug-07,151.80
3070,22-Aug-07,Nassau Street (Outside the Northern Ireland Tourist Office),4,Roadhog,07-Sep-07,07-Sep-07,164.00
3080,30-Aug-07,Parnell Square,4,Location of Float and Festival  Vehicles,01-Sep-07,01-Sep-07,0.00
3081,30-Aug-07,Stephens Green(Nr Leeson Street),4,Loc. of Float and Festival Vehicles,01-Sep-07,01-Sep-07,0.00
3082,30-Aug-07,Stephens Green(on Green side),2,Photo Shoot,05-Sep-07,05-Sep-07,82.00
3083,30-Aug-07,St.  Stephens Green,3,Outside Broadcast,04-Sep-07,04-Sep-07,123.00
3084,01-Sep-07,Sandwith Street Lower,6,Site Compound,01-Sep-07,30-Sep-07,0.00
3085,03-Sep-07,Merville Avenue Fairview,4,Outside Broadcast,04-Sep-07,07-Sep-07,170.40
3086,03-Sep-07,Princes Street South,6,Outside Broadcast(truck to power T.V. Studio),04-Sep-07,24-Sep-07,"4,428.00"
3087,04-Sep-07,Marlborough Street,8,Parking of Film Unit Trucks,06-Sep-07,06-Sep-07,328.00
3088,04-Sep-07,Arran Quay,6,Parking of Film Unit Trucks,05-Sep-07,05-Sep-07,220.40
3089,05-Sep-07,Princes Street South,6, Traffic to flow Freely,04-Sep-07,24-Sep-07,"4,428.00"
3090,05-Sep-07,Fishamble Street,5,Filiming  Vehicles,24-Sep-07,24-Sep-07,205.00
3091,05-Sep-07,Stephens Green(Nr Eircom),3,Outside Broadcast Unit,10-Sep-07,10-Sep-07,123.00
3092,06-Sep-07,Mercer Street,20,Filming,12-Sep-07,13-Sep-07,"1,640.00"
3093,06-Sep-07,Whitefriar Street,9,Filming,13-Sep-07,13-Sep-07,369.00
3094,06-Sep-07,Parnell Street (Outside Jury's Hotel),4,Outside Broadcast,09-Sep-07,09-Sep-07,164.00
3095,06-Sep-07,City Quay,5,Filming Vehicles,07-Sep-07,07-Sep-07,205.00
3096,06-Sep-07,Creighton Street,5,Filming Vehicles,07-Sep-07,07-Sep-07,205.00
3097,07-Sep-07,Serpentine Avenue,13,Pedestrianisation of Carriageway,10-Sep-07,14-Sep-07,0.00
3098,10-Sep-07,St  Josephs Avenue,3,Parking of Cars,17-Sep-07,27-Sep-07,759.00
3099,14-Sep-07,Serpentine Avenue,13,Pedestrianisation of carriageway,15-Sep-07,17-Sep-07,"1,302.60"
3100,17-Sep-07,Serpentine Avenue,5,Pedestrianisation of carriageway,18-Sep-07,18-Sep-07,167.00
3101,19-Sep-07,Drumcondra Road Lower (Outside Perkie Chick),4,FM104 Roadhog,13-Oct-07,13-Oct-07,101.20
3102,19-Sep-07,Drumcondra Road Lower (Outside Perkie Chick),4,FM104 Roadhog,17-Oct-07,17-Oct-07,101.20
3103,19-Sep-07,Serpentine Avenue,5,Pedestrianisation of carriageway,19-Sep-07,23-Sep-07,835.00
3104,19-Sep-07,Castle Street,6,Film Vehicle Parking,02-Oct-07,02-Oct-07,246.00
3105,19-Sep-07,Ship Street Little,4,Film Vehicle Parking,02-Oct-07,02-Oct-07,164.00
3106,20-Sep-07,Fitzwilliam Street Lower,2,Removal Van - Office Relocation,30-Oct-07,30-Oct-07,82.00
3107,20-Sep-07,Fitzwilliam Place,3,Removal Van - Office Relocation,30-Oct-07,30-Oct-07,123.00
3108,20-Sep-07,Victoria Street,9,Filming,27-Sep-07,27-Sep-07,300.60
3109,20-Sep-07,Walworth Road,4,Filming,27-Sep-07,27-Sep-07,133.60
3110,21-Sep-07,"Herbert Park,",All,Car Free Day(19.00-21 to 19.00-19.00 Sat.22nd),21-Sep-07,22-Sep-07,0.00
3111,21-Sep-07,Parnell Square North,All,Car Free Day(19.00 on21/09/2007 19.00 on 22/09/07),21-Sep-07,22-Sep-07,0.00
3112,21-Sep-07,Fitzwilliam  Square West,30,Car Free Day(To 19.00 on 22/09/2007),21-Sep-07,22-Sep-07,0.00
3113,24-Sep-07,No 7 Sandymount Green Dublin 4,3,Position of Pump and Builders Trucks,24-Sep-07,28-Sep-07,285.00
3114,24-Sep-07,No 7 Sandymount Green  Dublin 4,3,Position of Pump and Builders Trucks,01-Oct-07,05-Oct-07,285.00
3115,24-Sep-07,No 7 Sandymount Green Dubliln 4,3,Position of Pump and Builders Trucks,08-Oct-07,12-Oct-07,285.00
3116,24-Sep-07,Camden Row,2,Station Upgrading,26-Sep-07,14-Nov-07,"4,100.00"
3117,24-Sep-07,Kevin Street Lower,5,Showcasing of Concept 5 axle HGV,25-Sep-07,25-Sep-07,205.00
3118,26-Sep-07,Princes Street South,10,Recording Television Programme,27-Sep-07,29-Sep-07,"1,230.00"
3119,26-Sep-07,Capel Street,10,Film Vehicle (This permit only covers up until 10am),27-Sep-07,27-Sep-07,410.00
3120,27-Sep-07,Merrion Square South (Both Sides),All,Adidas Dublin City Marathon,27-Oct-07,29-Oct-07,0.00
3121,27-Sep-07,Merrion Square West,All,Adidas Dublin City Marathon,27-Oct-07,29-Oct-07,0.00
3122,28-Sep-07,Strand Street Great,2,Container to Facilitate Festival,01-Oct-07,07-Oct-07,492.00
3123,01-Oct-07,Sandwith Street Lower,6,Site Compound,31-Aug-07,20-Oct-07,0.00
3124,01-Oct-07,Inchicore Road (Outside Kilmainham Jail & Courthouse),21,Parking of Film and Equipment Trucks,17-Oct-07,19-Oct-07,"1,197.00"
3125,01-Oct-07,Fishamble Street,5,Parking of Film Support Vehicles,12-Oct-07,12-Oct-07,205.00
3126,02-Oct-07,Princes Street South,10,Recording Television Programme,04-Oct-07,06-Oct-07,"1,002.00"
3127,03-Oct-07,Haddington Road,4,Film Vehicles,09-Oct-07,09-Oct-07,164.00
3128,03-Oct-07,St. Mary's Road South,6,Film Vehicles,09-Oct-07,09-Oct-07,246.00
3129,24-Sep-07,No 7 Sandymount Green Dublin 4,2,Position of Pump and Builders Trucks,03-Oct-07,05-Oct-07,114.00
3130,04-Oct-07,Mespil Road,4,Film Vehicles,10-Oct-07,10-Oct-07,164.00
3131,04-Oct-07,Raglan Road,4,Film Vehicles,10-Oct-07,10-Oct-07,164.00
3132,04-Oct-07,Elgin Road,6,Film Vehicles,10-Oct-07,10-Oct-07,246.00
3133,04-Oct-07,Raglan Road,4,Film Vehicles,12-Oct-07,12-Oct-07,164.00
3134,04-Oct-07,Elgin Road,6,Film Vehicles,12-Oct-07,12-Oct-07,164.00
3135,04-Oct-07,Raglan Road,4,Film Vehicles,30-Oct-07,31-Oct-07,164.00
3136,04-Oct-07,Elgin Road,6,Film Vehicles,30-Oct-07,31-Oct-07,246.00
3137,04-Oct-07,Stephens Green North,3,Boradcast (Goal Charity),11-Oct-07,11-Oct-07,0.00
3138,08-Oct-07,Wilton Terrace,4,Film Vehicles,08-Oct-07,08-Oct-07,164.00
3139,08-Oct-07,Wilton Place,6,Film Vehicles,08-Oct-07,08-Oct-07,246.00
3140,08-Oct-07,Eastmoreland Place,4,Film Vehicles,09-Oct-07,09-Oct-07,164.00
3141,08-Oct-07,Eastmoreland Place,4,Film Vehicles,11-Oct-07,11-Oct-07,164.00
3142,08-Oct-07,Pembroke Road,6,Film Vehicles,11-Oct-07,11-Oct-07,246.00
3143,08-Oct-07,Chatham Row,4,Film Vehicles,10-Oct-07,10-Oct-07,164.00
3144,08-Oct-07,Chatham Street,1,Film Vehicles,10-Oct-07,10-Oct-07,41.00
3145,08-Oct-07,Dawson Street,3,Office Move - Embassy of Sweden,12-Oct-07,13-Oct-07,246.00
3146,09-Oct-07,Francis Street,1,Unloading of Scaffolding,09-Oct-07,12-Oct-07,164.00
3147,09-Oct-07,Inchicore Road (Outside Kilmainham Jail),4,Parking of Film Vehicles,11-Oct-07,12-Oct-07,152.00
3148,09-Oct-07,Inchicore Road (Outside Kilmainham Jail),4,Parking of Film Vehicles,15-Oct-07,16-Oct-07,152.00
3149,09-Oct-07,Inchicore Road (Outside Kilmainham Jail),4,Parking of Film Vehicles,22-Oct-07,24-Oct-07,228.00
3150,12-Oct-07,St. Josephs Avenue,10,Relocation Re: Metro North Project,13-Oct-07,31-Oct-07,"3,795.00"
3151,15-Oct-07,Greenville Street,22,Film Vehicles,16-Oct-07,17-Oct-07,"1,672.00"
3152,15-Oct-07,Francis Street,1,off loading lorries,16-Oct-07,19-Oct-07,164.00
3153,16-Oct-07,Earlsfort Terrace,2,Removal Van,23-Oct-07,23-Oct-07,82.00
3154,16-Oct-07,Wilton Terrace,6,Filming Danone Commercial,17-Oct-07,17-Oct-07,246.00
3155,16-Oct-07,Wilton Place,15,Filming Danone Commercial,17-Oct-07,17-Oct-07,615.00
3156,16-Oct-07,North Great George's Street,11,Film Vehicles,17-Oct-07,17-Oct-07,418.00
3157,17-Oct-07,Mountjoy Sq. East,5,Moving Office,19-Oct-07,20-Oct-07,334.00
3158,18-Oct-07,St. Stevens Green North,4,Promotional Vehicles,19-Oct-07,19-Oct-07,164.00
3159,18-Oct-07,St. Stevens Green West,4,OBU,19-Oct-07,19-Oct-07,164.00
3160,18-Jul-07,Quinns Lane,3,Site Access for Vehicles,20-Oct-07,20-Oct-07,123.00
3161,18-Oct-07,Ely Place,5,Drop off and pick up point,03-Nov-07,03-Nov-07,205.00
3162,19-Oct-07,Cardiff Lane,3,Film Technical Vehicles,23-Oct-07,23-Oct-07,100.20
3163,19-Oct-07,Cardiff Lane,3,Film Technical Vehicles,22-Oct-07,22-Oct-07,100.20
3164,19-Oct-07,Sir John Rogersons Quay,6,Provide access for Film Crew to location,20-Oct-07,21-Oct-07,0.00
3165,19-Oct-07,Cardiff Lane,6,Provide access for Film Crew to location (All vehicles must vacate all spaces by 4.30pm),22-Oct-07,22-Oct-07,200.40
3166,30-Oct-07,Temple Street,7,OB units recording programme in Belveder College,04-Nov-07,04-Nov-07,233.80
3167,30-Oct-07,Nassau Street (Outside Celtic Note),3,Broadcast,02-Nov-07,02-Nov-07,123.00
3168,01-Nov-07,Molesworth Street,2,Facilitate Filming,06-Nov-07,06-Nov-07,82.00
3169,01-Nov-07,Aston Quay,4,Facilitate Filming,06-Nov-07,07-Nov-07,328.00
3170,01-Nov-07,Frederick Street,7,Facilitate Filming,06-Nov-07,06-Nov-07,287.00
3171,01-Nov-07,D'Olier Street,6,Facilitate Filming,06-Nov-07,07-Nov-07,492.00
3172,02-Nov-07,D'Olier Street (Outside the Irish Times Building),3,FM104 Help a Dublin Child Flag Day,28-Nov-07,30-Nov-07,0.00
3173,05-Nov-07,Temple Street,7,OB recording at Belevedere,11-Nov-07,11-Nov-07,233.80
3174,07-Nov-07,Temple Street,3,FM104 Cd Launch,08-Nov-07,08-Nov-07,0.00
3175,07-Nov-07,St. Stephens Green West (Pay & Display Bays only),4,Outside Broadcast,09-Nov-07,09-Nov-07,123.00
3176,08-Nov-07,Clarendon Street,1,Shop Fitting,12-Nov-07,14-Nov-07,123.00
3177,13-Nov-07,Camden Row,1,Station Upgrading,14-Nov-07,10-Dec-07,"1,107.00"
3178,13-Nov-07,Temple Street,7,Broadcasting Unit,18-Nov-07,18-Nov-07,233.80
3179,13-Nov-07,Hatch Street,5,Broadcasting Unit,24-Nov-07,25-Nov-07,410.00
3180,20-Nov-07,Temple Street,7,OB Recording,27-Nov-07,28-Nov-07,233.80
3181,23-Nov-07,St Stephens Green,3,Broadcast,26-Nov-07,26-Nov-07,123.00
3182,26-Nov-07,o/s Paddy Cullens Merrion Road,4,Outside Broadcast,28-Nov-07,28-Nov-07,164.00
3183,26-Nov-07,Mountjoy Square East,3,Filming,27-Nov-07,27-Nov-07,100.20
3184,26-Nov-07,Palmerstown Road,4,Filming,27-Nov-07,27-Nov-07,101.20
3185,26-Nov-07,Dame Court,3,Filming,28-Nov-07,28-Nov-07,16.00
3186,26-Nov-07,Emor Street,2,Filming,29-Nov-07,29-Nov-07,189.80
3187,26-Nov-07,Wexford Street,3,Filming,30-Nov-07,30-Nov-07,107.00
3188,28-Nov-07,o/s Fitzwilliam Hotel St Stephens Green,4,Roadhog,29-Nov-07,29-Nov-07,164.00
3189,29-Nov-07,o/s Fitzwilliam Hotel St Stephens Green,4,Roadhog,19-Dec-07,19-Dec-07,164.00
3190,03-Dec-07,Exchequer Street,3,Filming,03-Dec-07,04-Dec-07,246.00
3191,04-Dec-07,Ormond Road South,3,Enable large vehicles to manoeuvre,03-Dec-07,08-Dec-07,455.40
3192,04-Dec-07,Collins Avenue,15,Filming,07-Dec-07,07-Dec-07,285.00
3193,05-Dec-07,Camden Row,1,Station Upgrading,11-Dec-07,21-Dec-07,"1,107.00"
3194,05-Dec-07,Camden Row,1,Station Upgrading,02-Jan-08,31-Jan-08,574.00
3195,05-Dec-07,Upper Hatch Street,5,Broadcasting Unit,16-Dec-07,17-Dec-07,205.00
3196,05-Dec-07,Claredon Row,4,Film Vehicles,06-Dec-07,06-Dec-07,164.00
3197,05-Dec-07,Castle Street,10,Film Shoot at Dublin City Hall,14-Dec-07,14-Dec-07,410.00
3198,05-Dec-07,Bow Street,3,Filming,06-Dec-07,06-Dec-07,100.20
3199,05-Dec-07,Baggot Street (Outside Hospital),3,Fair City Filming,06-Dec-07,07-Dec-07,246.00
3200,10-Dec-07,Quinns Lane,2,To give clear access to Site Entrance,10-Dec-07,10-Dec-07,82.00
3201,10-Dec-07,Palmerstown Road,3,Parking Film Vehicles,11-Dec-07,13-Dec-07,227.20
3202,11-Dec-07,"Haymarket, Smithfield",16,Filming,14-Dec-07,14-Dec-07,534.40
3203,11-Dec-07,Francis Street,3,Loading and Unloading,17-Dec-07,19-Dec-07,369.00
3204,11-Dec-07,Clarendon Row,2,Film Vehicles,14-Dec-07,14-Dec-07,82.00
3205,11-Dec-07,St. Stephens Green,3,Outside Broadcast,12-Dec-07,12-Dec-07,123.00
3206,11-Dec-07,Pearse Street @ Hanover Quay,4,"Filming @ Grand Canal Plaza, Hanover Quay",12-Dec-07,12-Dec-07,133.60
3207,12-Dec-07,Junction of Liffey Street and Henry Street,1,Charity Collection,21-Dec-07,21-Dec-07,0.00
3208,12-Dec-07,Fitzwilliam Square East,13,Setting up event,19-Jan-08,21-Jan-08,"1,066.00"
3209,12-Dec-07,Fitzwilliam Square East,13,Setting up event,28-Jan-08,28-Jan-08,533.00
3210,13-Dec-07,"New Church Street, Smithfield",2,Filming,13-Dec-07,14-Dec-07,133.60
3211,13-Dec-07,Pembroke Street,3,Delivery of Office Furniture,17-Dec-07,18-Dec-07,246.00
3212,17-Dec-07,Upper Hatch Street,1,Filming in Tripod,18-Dec-07,18-Dec-07,41.00
3213,18-Dec-07,Stephens Green North (Outside Topshop),4,Outside Broadcast,21-Dec-07,21-Dec-07,164.00
3214,18-Dec-07,Stephens Green North (Outside Topshop),4,Outside Broadcast,24-Dec-07,24-Dec-07,164.00
3215,18-Dec-07,Upper Hatch Street,5,Filming in Tripod,18-Dec-07,18-Dec-07,205.00
3216,19-Dec-07,Palace Street,3,Outside Broadcast,22-Dec-07,22-Dec-07,123.00
3217,19-Dec-07,Cardiff Lane,5,Construction of an Extension to the Quality Hotel,03-Jan-08,31-May-08,"17,201.00"
3218,20-Dec-07,Ship Street,5,98FM Mobile Radio Studio,22-Dec-07,22-Dec-07,205.00
3219,04-Jan-08,No 7 Sandymount Green Dublin 4,2,Position of Pump and Builders Trucks,07-Jan-08,11-Jan-08,190.00
3220,04-Jan-08,Fitzwilliam Square East,13,Setting up event,02-Feb-08,03-Feb-08,"1,066.00"
3221,07-Jan-08,Pembroke Street,2,Delivery of Office Furniture,07-Jan-08,07-Jan-08,82.00
3222,07-Jan-08,Rosemount Avenue (Side of 282 North Circular Road),5,"Site Compound (Storage of Materials, Site Hut etc.)",08-Jan-08,10-Mar-08,0.00
3223,07-Jan-08,North Circular Road (Outside No. 286/288),2,Safe movement of Vehicles,12-Jan-08,10-Mar-08,0.00
3224,10-Jan-08,Drumcondra Road Lower (Outside Perky Chick),4,FM104 Roadhog,02-Feb-08,02-Feb-08,101.20
3225,10-Jan-08,Drumcondra Road Lower (Outside Perky Chick),4,FM104 Roadhog,23-Feb-08,23-Feb-08,101.20
3226,10-Jan-08,Drumcondra Road Lower (Outside Perky Chick),4,FM104 Roadhog,08-Mar-08,08-Mar-08,101.20
3227,10-Jan-08,North Great Georges Street,6,Bus for filming,14-Jan-08,14-Jan-08,246.00
3228,11-Jan-08,Henrietta Street,6,Bus for filming,14-Jan-08,14-Jan-08,246.00
3229,11-Jan-08,Denmark Street Great,2,Bus for filming,14-Jan-08,14-Jan-08,82.00
3230,11-Jan-08,No 7 Sandymount Green Dublin 4,2,Position of Pump and Builders Trucks,14-Jan-08,18-Jan-08,190.00
3231,15-Jan-08,Pembroke Lane,3,Filming trucks for equipment,18-Jan-08,18-Jan-08,123.00
3232,15-Jan-08,Pembroke Street,4,Filming trucks for equipment,18-Jan-08,18-Jan-08,164.00
3233,15-Jan-08,Pembroke Road (Outside Paddy Cullens),4,FM104 Roadhog,15-Feb-08,15-Feb-08,164.00
